Data Date (UTC); LATITUDE; LONGITUDE; JHOUR; GPS_FIX_JHOUR; BP; BPT; SST; AT; RH; SWS; WS; UVWD; WD; HEADING; PITCH; ROLL; VBAT; SBDTIME; TTFF; Report Body
2022-05-13 12:00; 56.438280; -61.473600; 3180.00; 3180.00; 1022.8; -0.6; 0.1; 1.4; 73.0; 2.75; 2.75; 315.6543; 315.6543; 357.5304; 1.4; 4.5; 13.75;30;30; 31B0D80F996666920B0BE0781FE2028871A7A941860A0A31B01E
2022-05-13 09:00; 56.438280; -61.473780; 3177.00; 3177.00; 1023.4; 0.4; 0.0; -0.6; 77.5; 2.75; 2.75; 311.7834; 311.7834; 357.5304; 1.3; 4.5; 13.75;303;10; 31A4D8D03962529B0B0BDDB76FE2018871A7A94185EA6531A40A
2022-05-13 06:00; 56.438280; -61.473600; 3174.00; 3174.00; 1022.9; -0.8; 0.0; -0.7; 79.0; 2.00; 2.00; 298.4112; 298.7631; 357.8823; 1.4; 4.5; 13.75;30;29; 3198D82F7962519E0808D4351FE6028871A7A941860A0A31981D
2022-05-13 06:00; 56.438280; -61.473600; 3174.00; 3174.00; 1022.9; -0.8; 0.0; -0.7; 79.0; 2.00; 2.00; 298.4112; 298.7631; 357.8823; 1.4; 4.5; 13.75;30;29; 3198D82F7962519E0808D4351FE6028871A7A941860A0A31981D
2022-05-13 03:00; 56.438280; -61.473600; 3171.00; 3171.00; 1023.7; 1.0; 0.1; 0.5; 75.5; 4.25; 4.25; 306.1530; 306.1530; 357.5304; 1.3; 4.5; 13.75;30;12; 318CD93099665D971111D9B66FE2018871A7A941860A0A318C0C
2022-05-13 00:00; 56.438100; -61.473600; 3168.00; 3168.00; 1022.7; 1.7; 0.2; 1.3; 71.5; 5.25; 5.25; 301.2264; 301.2264; 357.1785; 1.4; 4.5; 13.75;30;31; 3180D7F1096A658F1515D6358FDE028871A7A541860A0A31801F
2022-05-12 21:00; 56.438280; -61.473600; 3165.00; 3165.00; 1021.0; 1.3; 0.3; 2.8; 68.5; 10.75; 10.75; 306.8568; 307.2087; 357.5304; 1.9; 5.2; 13.75;30;11; 3174D5D0C96E74892B2BDA369FE2078A31A7A941860A0A31740B
2022-05-12 18:00; 56.438100; -61.473600; 3162.00; 3162.00; 1019.7; 0.7; 0.4; 3.5; 69.0; 7.00; 7.00; 309.3201; 309.3201; 356.8266; 0.5; 4.3; 13.75;30;30; 3168D43069727B8A1C1CDBF6FFD9F987F1A7A541860A0A31681E
2022-05-12 15:00; 56.438100; -61.473600; 3159.00; 3159.00; 1019.0; 3.6; 0.3; 3.5; 65.5; 7.00; 7.00; 315.3024; 315.3024; 355.7709; 1.3; 3.5; 13.75;30;28; 315CD352396E7B831C1CE0380FCE0185F1A7A541860A0A315C1C
2022-05-12 12:00; 56.438100; -61.473600; 3156.00; 3156.00; 1015.4; 4.2; 0.2; 2.5; 68.5; 11.75; 11.75; 329.0265; 329.0265; 354.0114; 3.0; 3.4; 13.75;30;29; 3150CED2996A71892F2FE9FA7FBA1285B1A7A541860A0A31501D
2022-05-12 09:00; 56.438280; -61.473780; 3153.00; 3153.00; 1011.2; 2.7; 0.2; 2.5; 70.0; 13.50; 13.50; 317.7657; 317.7657; 354.3633; 3.3; 3.8; 13.75;30;9; 3144C991A96A718C3636E1F87FBE1586B1A7A94185EA0A314409
2022-05-12 06:00; 56.438100; -61.473600; 3150.00; 3150.00; 1008.5; 4.6; 0.3; 2.7; 80.0; 10.00; 10.00; 316.0062; 315.6543; 353.6595; 3.5; 3.8; 13.75;30;30; 3138C632D96E73A02828E0B81FB61786B1A7A541860A0A31381E
2022-05-12 03:00; 56.438100; -61.473600; 3147.00; 3147.00; 1003.9; 0.9; 0.3; 3.9; 72.0; 14.25; 14.25; 305.4492; 305.4492; 354.0114; 3.3; 4.1; 13.75;30;11; 312CC070896E7F903939D9364FBA158771A7A541860A0A312C0B
2022-05-12 00:00; 56.438280; -61.473600; 3144.00; 3144.00; 1003.0; 2.5; 0.0; 4.4; 69.0; 15.75; 15.50; 305.0973; 305.0973; 353.3076; 3.7; 4.0; 13.75;30;30; 3120BF518962848A3F3ED8F63FB2198731A7A941860A0A31201E
2022-05-11 21:00; 56.438280; -61.473600; 3141.00; 3141.00; 1000.5; 1.3; -0.1; 6.7; 69.5; 16.25; 16.25; 295.9479; 295.9479; 353.3076; 2.5; 1.5; 13.75;30;28; 3114BC30C95E9B8B4141D2749FB20D80F1A7A941860A0A31141C
2022-05-11 18:00; 56.438100; -61.473600; 3138.00; 3138.00; 999.2; -3.9; -0.2; 8.8; 67.0; 10.25; 10.25; 290.6694; 290.3175; 354.0114; 0.9; 1.1; 13.75;30;31; 3108BA8D895AB0862929CEB39FB9FD7FF1A7A541860A0A31081F
2022-05-11 15:00; 56.438100; -61.473600; 3135.00; 3135.00; 1003.1; -5.0; -0.4; 7.2; 79.0; 8.50; 8.25; 285.3909; 285.0390; 353.6595; 0.8; 0.8; 13.75;30;31; 30FCBF6CD952A09E2221CAF2AFB5FC7F31A7A541860A0A30FC1F
2022-05-11 12:00; 56.438100; -61.473600; 3132.00; 3132.00; 1008.1; -1.3; -0.5; 6.0; 91.0; 2.25; 2.25; 266.0364; 265.6845; 353.6595; 0.7; 0.7; 13.75;30;28; 30F0C5AF294E94B60909BD2F3FB5FB7EF1A7A541860A0A30F01C
2022-05-11 09:00; 56.438280; -61.473600; 3129.00; 3129.00; 1009.5; -1.6; -0.5; 11.0; 46.5; 1.25; 1.25; 293.4846; 293.4846; 353.6595; 0.7; 0.7; 13.75;30;30; 30E4C76EF94EC65D0505D0B42FB5FB7EF1A7A941860A0A30E41E
2022-05-11 06:00; 56.438100; -61.473600; 3126.00; 3126.00; 1011.1; -2.6; -0.5; 9.1; 50.5; 0.50; 0.25; 325.8594; 305.4492; 353.6595; 0.5; 0.7; 13.75;30;30; 30D8C96E594EB3650201E7B64FB5F97EF1A7A541860A0A30D81E
2022-05-11 03:00; 56.438280; -61.473600; 3123.00; 3123.00; 1013.7; -2.7; -0.5; 6.0; 67.5; 2.75; 2.75; 2.1114; 2.1114; 354.0114; 0.4; 0.7; 13.75;30;12; 30CCCCAE494E94870B0B01806FB9F87EF1A7A941860A0A30CC0C
2022-05-11 00:00; 56.438280; -61.473600; 3120.00; 3120.00; 1016.4; -1.6; -0.6; 9.2; 48.5; 0.50; 0.50; 106.2738; 107.6814; 354.0114; 0.4; 0.7; 13.75;30;31; 30C0D00EF94AB46102024B932FB9F87EF1A7A941860A0A30C01F
2022-05-10 21:00; 56.438280; -61.473600; 3117.00; 3117.00; 1018.0; -1.9; -0.6; 8.1; 56.0; 2.75; 2.75; 324.4518; 324.0999; 353.6595; 0.4; 0.7; 13.75;30;10; 30B4D20EC94AA9700B0BE6B99FB5F87EF1A7A941860A0A30B40A
2022-05-10 18:00; 56.438100; -61.473600; 3114.00; 3114.00; 1020.0; -1.5; -0.6; 8.6; 54.5; 2.50; 2.50; 281.5200; 281.1681; 354.3633; 0.4; 0.6; 13.75;30;32; 30A8D48F094AAE6D0A0AC831FFBDF87EB1A7A541860A0A30A820
2022-05-10 15:00; 56.438100; -61.473600; 3111.00; 3111.00; 1021.4; -1.5; -0.8; 7.6; 58.5; 8.50; 8.50; 289.2618; 288.9099; 354.0114; 0.4; 0.6; 13.75;30;32; 309CD64F0942A4752222CDB35FB9F87EB1A7A541860A0A309C20
2022-05-10 12:00; 56.438100; -61.473600; 3108.00; 3108.00; 1022.9; -0.6; -0.9; 7.6; 54.0; 6.00; 6.00; 306.5049; 306.1530; 353.6595; 0.4; 0.5; 13.75;30;29; 3090D82F993EA46C1818D9F66FB5F87E71A7A541860A0A30901D
2022-05-10 09:00; 56.438280; -61.473780; 3105.00; 3105.00; 1023.5; -0.1; -1.0; 4.5; 68.0; 3.25; 3.00; 357.1785; 357.8823; 354.0114; 0.4; 0.6; 13.75;30;14; 3084D8EFE93A85880D0CFDFF9FB9F87EB1A7A94185EA0A30840E
2022-05-10 06:00; 56.438100; -61.473600; 3102.00; 3102.00; 1023.5; -1.0; -1.0; 2.5; 72.5; 2.25; 2.25; 320.5809; 320.5809; 354.0114; 0.4; 0.6; 13.75;30;29; 3078D8EF593A71910909E3F8FFB9F87EB1A7A541860A0A30781D
2022-05-10 03:00; 56.438280; -61.473600; 3099.00; 3099.00; 1024.6; -0.8; -0.9; 0.6; 80.5; 0.75; 0.75; 104.8662; 105.5700; 354.3633; 0.4; 0.6; 13.75;30;7; 306CDA4F793E5EA103034A92CFBDF87EB1A7A941860A0A306C07
2022-05-10 00:00; 56.438100; -61.473600; 3096.00; 3096.00; 1025.4; 0.0; -0.9; 5.3; 57.5; 0.25; 0.25; 101.6991; 78.8256; 354.3633; 0.4; 0.6; 13.75;30;30; 3060DB4FF93E8D730101484E0FBDF87EB1A7A541860A0A30601E
2022-05-09 21:00; 56.438280; -61.473780; 3093.00; 3093.00; 1025.4; 0.3; -0.8; 8.7; 51.0; 0.50; 0.50; 307.9125; 320.9328; 354.3633; 0.4; 0.6; 13.75;30;14; 3054DB502942AF660202DAF90FBDF87EB1A7A94185EA0A30540E
2022-05-09 18:00; 56.438100; -61.473600; 3090.00; 3090.00; 1025.1; 0.4; -0.9; 7.2; 55.0; 3.75; 3.75; 286.4466; 286.7985; 354.3633; 0.4; 0.6; 13.75;30;30; 3048DAF0393EA06E0F0FCBB2FFBDF87EB1A7A541860A0A30481E
2022-05-09 15:00; 56.438100; -61.473600; 3087.00; 3087.00; 1024.7; -0.1; -1.0; 5.3; 64.5; 3.50; 3.25; 320.2290; 320.2290; 354.0114; 0.4; 0.7; 13.75;30;29; 303CDA6FE93A8D810E0DE3B8EFB9F87EF1A7A541860A0A303C1D
2022-05-09 12:00; 56.438100; -61.473600; 3084.00; 3084.00; 1024.8; 0.3; -1.1; 3.0; 76.5; 2.75; 2.75; 315.3024; 315.3024; 354.0114; 0.3; 0.7; 13.75;30;31; 3030DA90293676990B0BE0380FB9F77EF1A7A541860A0A30301F
2022-05-09 09:00; 56.438100; -61.473600; 3081.00; 3081.00; 1024.4; 1.1; -1.2; -0.9; 74.0; 1.25; 1.00; 281.1681; 286.4466; 354.0114; 0.3; 0.6; 13.75;30;13; 3024DA10A9324F940504C7F2EFB9F77EB1A7A541860A0A30240D
2022-05-09 06:00; 56.438100; -61.473600; 3078.00; 3078.00; 1023.3; 0.3; -1.2; -4.6; 84.5; 0.50; 0.50; 222.7527; 223.1046; 354.3633; 0.3; 0.7; 13.75;30;30; 3018D8B029322AA902029E67AFBDF77EF1A7A541860A0A30181E
2022-05-09 03:00; 56.438280; -61.473600; 3075.00; 3075.00; 1023.0; 0.4; -1.1; -3.4; 86.5; 1.75; 1.75; 230.8464; 230.8464; 354.0114; 0.3; 0.7; 13.75;30;11; 300CD850393636AD0707A4290FB9F77EF1A7A941860A0A300C0B
2022-05-09 00:00; 56.438280; -61.473600; 3072.00; 3072.00; 1022.6; 1.3; -1.0; -1.0; 84.0; 2.75; 2.75; 282.5757; 282.5757; 354.0114; 0.3; 0.6; 13.75;30;29; 3000D7D0C93A4EA80B0BC8F23FB9F77EB1A7A941860A0A30001D
2022-05-08 21:00; 56.438280; -61.473600; 3069.00; 3069.00; 1021.2; 0.8; -1.0; 3.2; 65.5; 1.25; 1.25; 295.2441; 295.2441; 354.0114; 0.3; 0.7; 13.75;30;15; 2FF4D610793A78830505D1F47FB9F77EF1A7A941860A0A2FF40F
2022-05-08 18:00; 56.438100; -61.473600; 3066.00; 3066.00; 1020.4; 0.5; -1.1; 2.9; 59.5; 3.50; 3.50; 313.5429; 313.5429; 354.3633; 0.3; 0.7; 13.75;30;28; 2FE8D510493675770E0EDEF7BFBDF77EF1A7A541860A0A2FE81C
2022-05-08 15:00; 56.438280; -61.473600; 3063.00; 3063.00; 1019.9; 0.2; -1.2; 2.0; 55.0; 3.50; 3.50; 310.3758; 310.3758; 354.3633; 0.3; 0.7; 13.75;30;30; 2FDCD47019326C6E0E0EDCB72FBDF77EF1A7A941860A0A2FDC1E
2022-05-08 12:00; 56.438100; -61.473600; 3060.00; 3060.00; 1019.7; 1.0; -1.3; -1.7; 55.5; 3.00; 3.00; 299.8188; 300.1707; 353.6595; 0.3; 0.6; 13.75;30;29; 2FD0D430992E476F0C0CD5355FB5F77EB1A7A541860A0A2FD01D
2022-05-08 09:00; 56.438280; -61.473600; 3057.00; 3057.00; 1018.7; 0.7; -1.3; -6.9; 69.5; 2.25; 2.25; 299.8188; 300.1707; 354.3633; 0.3; 0.7; 13.75;30;15; 2FC4D2F0692E138B0909D5355FBDF77EF1A7A941860A0A2FC40F
2022-05-08 06:00; 56.438280; -61.473600; 3054.00; 3054.00; 1018.0; 0.1; -1.3; -8.4; 77.5; 2.25; 2.25; 315.3024; 315.6543; 354.0114; 0.3; 0.7; 13.75;30;30; 2FB8D210092E049B0909E0381FB9F77EF1A7A941860A0A2FB81E
2022-05-08 03:00; 56.438280; -61.473600; 3051.00; 3051.00; 1017.8; 0.1; -1.2; -7.9; 93.5; 1.25; 1.25; 306.5049; 306.1530; 354.3633; 0.3; 0.7; 13.75;30;7; 2FACD1D0093209BB0505D9F66FBDF77EF1A7A941860A0A2FAC07
2022-05-08 00:00; 56.438100; -61.473600; 3048.00; 3048.00; 1017.8; 1.5; -1.1; -4.9; 87.5; 1.75; 1.75; 174.1905; 174.1905; 354.0114; 0.3; 0.6; 13.75;30;31; 2FA0D1D0E93627AF07077BDEFFB9F77EB1A7A541860A0A2FA01F
2022-05-07 21:00; 56.438280; -61.473600; 3045.00; 3045.00; 1016.3; -0.2; -1.1; 0.7; 69.5; 3.00; 3.00; 310.0239; 310.0239; 354.7152; 0.3; 0.7; 13.75;30;27; 2F94CFEFD9365F8B0C0CDC771FC1F77EF1A7A941860A0A2F941B
2022-05-07 18:00; 56.438100; -61.473600; 3042.00; 3042.00; 1016.4; -0.8; -1.1; 0.8; 56.0; 4.25; 4.25; 301.5783; 301.5783; 354.3633; 0.3; 0.7; 13.75;30;48; 2F88D00F793660701111D6759FBDF77EF1A7A541860A0A2F8830
2022-05-07 15:00; 56.438100; -61.473600; 3039.00; 3039.00; 1017.2; -0.2; -1.2; -1.0; 57.0; 3.50; 3.50; 305.0973; 305.0973; 354.3633; 0.4; 0.7; 13.75;30;29; 2F7CD10FD9324E720E0ED8F63FBDF87EF1A7A541860A0A2F7C1D
2022-05-07 12:00; 56.438100; -61.473600; 3036.00; 3036.00; 1017.4; 0.7; -1.3; -5.4; 68.0; 4.25; 4.25; 321.6366; 321.6366; 353.6595; 0.3; 0.7; 13.75;30;31; 2F70D150692E22881111E4B92FB5F77EF1A7A541860A0A2F701F
2022-05-07 09:00; 56.438280; -61.473600; 3033.00; 3033.00; 1016.7; 0.5; -1.3; -8.7; 74.5; 3.75; 3.75; 332.5455; 332.5455; 354.3633; 0.3; 0.7; 13.75;30;13; 2F64D070492E01950F0FEC7B1FBDF77EF1A7A941860A0A2F640D
2022-05-07 06:00; 56.438280; -61.473600; 3030.00; 3030.00; 1016.2; 0.1; -1.2; -9.7; 81.5; 2.25; 2.25; 309.6720; 309.6720; 354.3633; 0.3; 0.7; 13.75;30;30; 2F58CFD00931F7A30909DC370FBDF77EF1A7A941860A0A2F581E
2022-05-07 03:00; 56.438280; -61.473600; 3027.00; 3027.00; 1016.1; -0.1; -1.2; -7.8; 74.0; 2.00; 2.00; 271.6668; 271.6668; 354.3633; 0.3; 0.7; 13.75;30;17; 2F4CCFAFE9320A940808C1304FBDF77EF1A7A941860A0A2F4C11
2022-05-07 00:00; 56.438280; -61.473600; 3024.00; 3024.00; 1016.3; 1.1; -1.1; -2.9; 60.5; 3.50; 3.50; 16.1874; 15.4836; 354.0114; 0.3; 0.7; 13.75;30;29; 2F40CFF0A9363B790E0E0B82CFB9F77EF1A7A941860A0A2F401D
2022-05-06 21:00; 56.438280; -61.473780; 3021.00; 3021.00; 1015.2; 0.0; -1.1; -0.9; 57.5; 6.75; 6.75; 15.8355; 15.8355; 354.3633; 0.4; 0.6; 13.75;30;9; 2F34CE8FF9364F731B1B0B42DFBDF87EB1A7A94185EA0A2F3409
2022-05-06 18:00; 56.438100; -61.473600; 3018.00; 3018.00; 1015.2; 0.2; -1.1; -1.6; 61.0; 5.25; 5.25; 11.9646; 11.6127; 354.3633; 0.4; 0.6; 13.75;30;28; 2F28CE901936487A151508821FBDF87EB1A7A541860A0A2F281C
2022-05-06 15:00; 56.438100; -61.473600; 3015.00; 3015.00; 1015.0; 0.7; -1.2; -2.8; 64.0; 5.00; 5.00; 30.9672; 30.9672; 354.0114; 0.3; 0.6; 13.75;30;30; 2F1CCE5069323C80141416058FB9F77EB1A7A541860A0A2F1C1E
2022-05-06 12:00; 56.438100; -61.473600; 3012.00; 3012.00; 1014.3; 0.8; -1.2; -5.3; 73.0; 3.50; 3.25; 338.1759; 337.8240; 353.6595; 0.3; 0.7; 13.75;30;29; 2F10CD70793223920E0DF07C0FB5F77EF1A7A541860A0A2F101D
2022-05-06 09:00; 56.438280; -61.473960; 3009.00; 3009.00; 1013.5; 1.1; -1.2; -7.9; 80.5; 2.75; 2.25; 356.4747; 356.4747; 354.0114; 0.4; 0.7; 13.75;30;13; 2F04CC70A93209A10B09FD7F5FB9F87EF1A7A94185CA0A2F040D
2022-05-06 06:00; 56.438100; -61.473600; 3006.00; 3006.00; 1012.3; 0.9; -1.2; -6.3; 77.0; 4.25; 4.25; 352.9557; 352.6038; 354.0114; 0.3; 0.7; 13.75;30;30; 2EF8CAF08932199A1111FAFEAFB9F77EF1A7A541860A0A2EF81E
2022-05-06 03:00; 56.438280; -61.473600; 3003.00; 3003.00; 1011.4; 1.2; -1.1; -5.9; 76.0; 7.00; 4.75; 11.2608; 11.9646; 354.3633; 0.4; 0.7; 13.75;30;11; 2EECC9D0B9361D981C1308022FBDF87EF1A7A941860A0A2EEC0B
2022-05-06 00:00; 56.438100; -61.473600; 3000.00; 3000.00; 1010.2; 2.5; -1.1; -4.5; 86.5; 6.50; 5.00; 346.9734; 346.9734; 354.0114; 0.3; 0.7; 13.75;30;30; 2EE0C85189362BAD1A14F6BDAFB9F77EF1A7A541860A0A2EE01E
2022-05-05 21:00; 56.438280; -61.473600; 2997.00; 2997.00; 1007.7; 3.1; -1.1; -2.9; 84.5; 8.75; 8.75; 359.2899; 358.9380; 354.0114; 0.4; 0.6; 13.75;30;29; 2ED4C531E9363BA92323FF7FCFB9F87EB1A7A941860A0A2ED41D
2022-05-05 18:00; 56.438100; -61.473600; 2994.00; 2994.00; 1004.6; 3.5; -1.1; -1.1; 83.5; 10.75; 10.25; 355.4190; 354.7152; 354.3633; 0.4; 0.7; 13.75;30;29; 2EC8C15229364DA72B29FCBF0FBDF87EF1A7A541860A0A2EC81D
2022-05-05 15:00; 56.438280; -61.473600; 2991.00; 2991.00; 1001.1; 2.5; -1.1; -0.2; 84.0; 10.00; 10.00; 9.5013; 9.1494; 354.3633; 0.4; 0.7; 13.75;30;7; 2EBCBCF1893656A8282806C1AFBDF87EF1A7A941860A0A2EBC07
2022-05-05 12:00; 56.438100; -61.473600; 2988.00; 2988.00; 998.6; 0.8; -1.1; 0.5; 85.0; 7.00; 4.50; 329.3784; 328.6746; 354.0114; 0.4; 0.7; 13.75;30;28; 2EB0B9D079365DAA1C12EA3A6FB9F87EF1A7A541860A0A2EB01C
2022-05-05 09:00; 56.438280; -61.473780; 2985.00; 2985.00; 997.7; -0.6; -1.1; -0.3; 97.0; 5.00; 5.00; 311.7834; 312.1353; 354.0114; 0.4; 0.7; 13.75;30;12; 2EA4B8AF993655C21414DDB77FB9F87EF1A7A94185EA0A2EA40C
2022-05-05 06:00; 56.438100; -61.473600; 2982.00; 2982.00; 998.3; -0.7; -1.1; -0.9; 98.5; 5.00; 5.00; 321.6366; 321.6366; 354.0114; 0.3; 0.7; 13.75;30;29; 2E98B96F89364FC51414E4B92FB9F77EF1A7A541860A0A2E981D
2022-05-05 03:00; 56.438280; -61.473600; 2979.00; 2979.00; 999.1; -2.6; -1.1; -0.7; 96.5; 2.75; 2.75; 26.7444; 26.7444; 353.6595; 0.4; 0.7; 13.75;30;12; 2E8CBA6E593651C10B0B1304CFB5F87EF1A7A941860A0A2E8C0C
2022-05-05 00:00; 56.438280; -61.473600; 2976.00; 2976.00; 1001.6; -2.8; -1.1; 0.0; 93.5; 1.75; 1.75; 100.2915; 100.2915; 353.6595; 0.4; 0.7; 13.75;30;30; 2E80BD8E393658BB07074751DFB5F87EF1A7A941860A0A2E801E
2022-05-04 21:00; 56.438280; -61.473420; 2973.00; 2973.00; 1004.4; -3.4; -1.1; 0.1; 95.5; 2.75; 2.75; 106.6257; 106.6257; 354.3633; 0.4; 0.8; 13.75;30;14; 2E74C10DD93659BF0B0B4BD2FFBDF87F31A7A941862A0A2E740E
2022-05-04 18:00; 56.438100; -61.473600; 2970.00; 2970.00; 1007.9; -2.9; -1.1; 0.2; 94.0; 2.50; 2.50; 129.1473; 129.1473; 354.0114; 0.4; 0.8; 13.75;30;30; 2E68C56E29365ABC0A0A5BD6FFB9F87F31A7A541860A0A2E681E
2022-05-04 15:00; 56.438280; -61.473600; 2967.00; 2967.00; 1010.7; -3.5; -1.1; 0.5; 91.5; 3.75; 3.75; 96.4206; 96.4206; 354.0114; 0.4; 0.9; 13.75;30;18; 2E5CC8EDC9365DB70F0F44912FB9F87F71A7A941860A0A2E5C12
2022-05-04 12:00; 56.438100; -61.473600; 2964.00; 2964.00; 1014.2; -2.0; -1.2; -0.6; 92.0; 4.75; 4.50; 59.8230; 58.7673; 354.0114; 0.4; 0.9; 13.75;30;31; 2E50CD4EB93252B813122A8A7FB9F87F71A7A541860A0A2E501F
2022-05-04 09:00; 56.438280; -61.473600; 2961.00; 2961.00; 1016.2; -2.1; -1.3; -1.2; 90.5; 5.50; 5.50; 49.6179; 49.6179; 354.0114; 0.4; 0.9; 13.75;30;7; 2E44CFCEA92E4CB516162348DFB9F87F71A7A941860A0A2E4407
2022-05-04 06:00; 56.438100; -61.473600; 2958.00; 2958.00; 1018.2; -1.1; -1.3; -1.4; 89.5; 3.50; 3.50; 39.7647; 39.7647; 354.0114; 0.4; 0.9; 13.75;30;28; 2E38D24F492E4AB30E0E1C471FB9F87F71A7A541860A0A2E381C
2022-05-04 03:00; 56.438280; -61.473600; 2955.00; 2955.00; 1019.3; -0.4; -1.2; -1.1; 89.0; 5.25; 5.25; 54.8964; 52.7850; 354.0114; 0.4; 0.9; 13.75;30;11; 2E2CD3AFB9324DB2151527096FB9F87F71A7A941860A0A2E2C0B
2022-05-04 00:00; 56.438280; -61.473600; 2952.00; 2952.00; 1019.7; 1.5; -1.2; -1.1; 88.5; 8.75; 8.75; 53.8407; 53.8407; 353.6595; 0.4; 0.9; 13.75;30;29; 2E20D430E9324DB1232326499FB5F87F71A7A941860A0A2E201D
2022-05-03 21:00; 56.438280; -61.473960; 2949.00; 2949.00; 1018.2; -1.2; -1.2; 2.3; 78.5; 5.25; 5.25; 55.2483; 54.8964; 354.3633; 0.4; 1.0; 13.75;30;9; 2E14D24F39326F9D15152749CFBDF87FB1A7A94185CA0A2E1409
2022-05-03 18:00; 56.438100; -61.473600; 2946.00; 2946.00; 1019.4; -1.6; -1.2; 3.9; 74.0; 2.00; 2.00; 159.7626; 160.1145; 354.0114; 0.4; 1.0; 13.75;30;30; 2E08D3CEF9327F940808719C7FB9F87FB1A7A541860A0A2E081E
2022-05-03 15:00; 56.438280; -61.473600; 2943.00; 2943.00; 1021.0; -1.1; -1.3; 5.3; 67.5; 1.25; 1.25; 136.5372; 136.5372; 354.3633; 0.3; 1.0; 13.75;30;11; 2DFCD5CF492E8D87050561184FBDF77FB1A7A941860A0A2DFC0B
2022-05-03 12:00; 56.438100; -61.473600; 2940.00; 2940.00; 1022.1; -0.5; -1.4; -0.5; 74.5; 1.00; 1.00; 205.1577; 205.1577; 354.0114; 0.4; 1.0; 13.75;30;30; 2DF0D72FA92A5395040491E47FB9F87FB1A7A541860A0A2DF01E
2022-05-03 09:00; 56.438100; -61.473600; 2937.00; 2937.00; 1022.7; -0.8; -1.4; -7.9; 85.5; 0.00; 0.00; 216.4185; 0.0000; 353.6595; 0.3; 1.0; 13.75;30;11; 2DE4D7EF792A09AB000099C00FB5F77FB1A7A541860A0A2DE40B
2022-05-03 06:00; 56.438100; -61.473600; 2934.00; 2934.00; 1023.5; -1.1; -1.3; -6.1; 83.5; 0.50; 0.50; 218.5299; 219.2337; 354.3633; 0.4; 1.0; 13.75;30;31; 2DD8D8EF492E1BA702029B66FFBDF87FB1A7A541860A0A2DD81F
2022-05-03 03:00; 56.438100; -61.473600; 2931.00; 2931.00; 1024.7; -1.0; -1.2; -2.8; 81.0; 0.00; 0.00; 356.1228; 0.0000; 354.0114; 0.4; 1.0; 13.75;30;6; 2DCCDA6F59323CA20000FD000FB9F87FB1A7A541860A0A2DCC06
2022-05-03 00:00; 56.438100; -61.473600; 2928.00; 2928.00; 1025.7; -0.5; -1.2; -0.2; 75.5; 2.00; 2.00; 138.6486; 138.6486; 353.6595; 0.4; 1.0; 13.75;30;31; 2DC0DBAFA932569708086298AFB5F87FB1A7A541860A0A2DC01F
2022-05-02 21:00; 56.438280; -61.473600; 2925.00; 2925.00; 1026.1; -1.0; -1.2; 1.8; 76.0; 3.00; 3.00; 146.7423; 146.3904; 354.0114; 0.3; 1.1; 13.75;30;11; 2DB4DC2F59326A980C0C685A0FB9F77FF1A7A941860A0A2DB40B
2022-05-02 18:00; 56.438100; -61.473600; 2922.00; 2922.00; 1027.1; -1.2; -1.2; 2.5; 75.5; 2.50; 2.50; 155.1879; 155.1879; 354.3633; 0.3; 1.1; 13.75;30;28; 2DA8DD6F393271970A0A6E5B9FBDF77FF1A7A541860A0A2DA81C
2022-05-02 15:00; 56.438280; -61.473600; 2919.00; 2919.00; 1028.3; -0.7; -1.3; 4.1; 59.5; 0.50; 0.50; 318.1176; 322.3404; 353.6595; 0.3; 1.1; 13.75;30;28; 2D9CDEEF892E81770202E2394FB5F77FF1A7A941860A0A2D9C1C
2022-05-02 12:00; 56.438100; -61.473600; 2916.00; 2916.00; 1029.0; 0.6; -1.4; -2.7; 74.5; 1.00; 1.00; 255.4794; 255.1275; 354.3633; 0.3; 1.1; 13.75;30;29; 2D90DFD0592A3D950404B5AD5FBDF77FF1A7A541860A0A2D901D
2022-05-02 09:00; 56.438100; -61.473420; 2913.00; 2913.00; 1028.4; 0.4; -1.4; -7.5; 83.0; 1.25; 1.25; 293.4846; 293.4846; 354.0114; 0.4; 1.1; 13.75;30;13; 2D84DF10392A0DA60505D0B42FB9F87FF1A7A541862A0A2D840D
2022-05-02 06:00; 56.438100; -61.473600; 2910.00; 2910.00; 1028.0; -0.4; -1.3; -9.9; 85.0; 1.25; 1.25; 229.7907; 229.7907; 354.0114; 0.3; 1.1; 13.75;30;30; 2D78DE8FB92DF5AA0505A368DFB9F77FF1A7A541860A0A2D781E
2022-05-02 03:00; 56.438100; -61.473600; 2907.00; 2907.00; 1028.4; -0.1; -1.2; -6.4; 80.5; 1.25; 1.25; 297.0036; 297.0036; 354.3633; 0.3; 1.1; 13.75;30;11; 2D6CDF0FE93218A10505D334CFBDF77FF1A7A541860A0A2D6C0B
2022-05-02 00:00; 56.438280; -61.473600; 2904.00; 2904.00; 1028.5; -0.2; -1.2; -1.7; 68.5; 4.25; 4.25; 49.2660; 49.2660; 354.0114; 0.3; 1.1; 13.75;30;29; 2D60DF2FD932478911112308CFB9F77FF1A7A941860A0A2D601D
